provider_id,name,street_address,city,state,zip_code,hrr,hospice_beneficiaries,total_days,total_medicare_payment_amount,total_medicare_standard_payment_amount,total_charge_amount,percent_routine_home_care_days,physician_services,home_health_visit_hours_per_day,skilled_nursing_visit_hours_per_day,social_service_visit_hours_per_day,total_live_discharges,hospice_beneficiaries_with_seven_or_fewer_hospice_care_days,hospice_beneficiaries_with_more_than_sixty_hospice_care_days,hospice_beneficiaries_with_more_than_one_hundred_eighty_hospice_care_days,home_health_visit_hours_per_day_during_week_prior_to_death,skilled_nursing_visit_hours_per_day_during_week_prior_to_death,social_service_visit_hours_per_day_during_week_prior_to_death,average_age,male_hospice_beneficiaries,female_hospice_beneficiaries,white_hospice_beneficiaries,black_hospice_beneficiaries,asian_hospice_beneficiaries,hispanic_hospice_beneficiaries,other_unknown_race_hospice_beneficiaries,medicare_advantage_hospice_beneficiaries,medicaid_eligible_hospice_beneficiaries,hospice_beneficiaries_with_a_primary_diagnosis_of_cancer,hospice_beneficiaries_with_a_primary_diagnosis_of_dementia,hospice_beneficiaries_with_a_primary_diagnosis_of_stroke,hospice_beneficiaries_with_a_primary_diagnosis_of_circulatory_heart_disease,hospice_beneficiaries_with_a_primary_diagnosis_of_respiratory_disease,hospice_beneficiaries_with_other_primary_diagnoses,site_of_service_home_hospice_beneficiaries,site_of_service_assisted_living_facility_hospice_beneficiaries,site_of_service_long_term_care_or_non_skilled_nursing_facility_hospice_beneficiaries,site_of_service_skilled_nursing_facility_hospice_beneficiaries,site_of_service_inpatient_hospital_hospice_beneficiaries,site_of_service_inpatient_hospice_hospice_beneficiaries,site_of_service_other_facility_hospice_beneficiaries
421603,GENTLE CARE HOSPICE LLC,"9400 TWO NOTCH ROAD, SUITE C",COLUMBIA,SC,29223,SC - Columbia,48,8178,1137462,1252564,1815923,100,0.0,0.587,0.19,0.049,27.0,,40.0,24.0,0.276,0.645,0.303,78.1,13.0,35.0,11.0,37.0,0.0,0.0,0.0,20.0,,,,,14.0,,15.0,47.0,,0.0,0.0,0.0,0.0,
421583,"ABBEY ROAD HOSPICE, LLC",5429 BUSH RIVER ROAD,COLUMBIA,SC,29212,SC - Columbia,68,8302,1159504,1274875,1291883,100,0.0,0.553,0.127,0.045,11.0,,40.0,18.0,0.137,0.298,0.067,83.1,27.0,41.0,57.0,11.0,0.0,0.0,0.0,,12.0,11.0,,,21.0,14.0,,34.0,24.0,0.0,,0.0,0.0,
421556,UNITED HOSPICE OF THE PEE DEE,609 S COIT STREET,FLORENCE,SC,29501,SC - Florence,98,14561,1992002,2234125,2881824,100,0.0,0.438,0.187,0.027,28.0,,65.0,33.0,0.173,0.337,0.078,82.1,38.0,60.0,70.0,28.0,0.0,0.0,0.0,15.0,37.0,,23.0,11.0,39.0,,,49.0,22.0,23.0,,0.0,0.0,
421611,PATHWAY HOSPICE LLC,511 BUTLER ROAD,GREENVILLE,SC,29607,SC - Greenville,113,12636,1809785,1935657,2544126,100,0.0,0.64,0.113,0.029,30.0,,63.0,25.0,0.186,0.247,0.047,80.9,42.0,71.0,75.0,38.0,0.0,0.0,0.0,23.0,73.0,,50.0,,23.0,,13.0,48.0,,0.0,64.0,0.0,0.0,
671773,TRADITIONS HOSPICE,6611 SANGER AVENUE SUITE 2,WACO,TX,76710,TX - Waco,13,619,83928,95396,119400,100,0.0,0.145,0.37,0.054,,,,,0.105,0.645,,77.2,,,11.0,,0.0,,0.0,,,,,0.0,,,,12.0,0.0,,0.0,0.0,0.0,
741539,SILVERADO HOSPICE- AUSTIN,2028 E BEN WHITE SUITE 510,AUSTIN,TX,78741,TX - Austin,24,1064,163511,167002,328390,100,13.0,0.177,0.39,0.053,0.0,,,,,0.583,0.083,85.5,,,24.0,0.0,0.0,0.0,0.0,,0.0,,11.0,,,,,,20.0,0.0,0.0,0.0,0.0,
671753,COMPASSIONATE CARE HOSPICE,201 STILLWATER SUITES 1&2,WIMBERLEY,TX,78676,TX - Austin,50,5015,753619,766035,1043963,100,0.0,0.766,0.191,0.024,14.0,,26.0,,0.308,0.293,0.052,81.1,14.0,36.0,44.0,,0.0,,0.0,11.0,,,19.0,,,,12.0,47.0,0.0,0.0,,0.0,0.0,
671731,LEGEND HOSPICE INC,8344 E RL THORNTON FWY SUITE 315,DALLAS,TX,75228,TX - Dallas,11,1973,302998,303053,534594,100,0.0,0.108,0.174,0.052,,,,,,0.973,,86.2,,,11.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,
671699,MISSION HOSPICE,2461 ROBINSON RD,GRAND PRAIRIE,TX,75051,TX - Dallas,56,3763,570370,583692,756872,100,0.0,0.857,0.232,0.027,,11.0,19.0,,0.21,0.486,0.059,82.1,21.0,35.0,51.0,,0.0,,0.0,16.0,19.0,,18.0,,,,,27.0,,23.0,0.0,0.0,0.0,
671546,WESLEYAN HOSPICE,508 LEANDER ROAD,GEORGETOWN,TX,78626,TX - Temple,74,7349,1119002,1130173,1674202,100,0.0,0.291,0.316,0.039,,11.0,28.0,17.0,0.131,0.337,0.046,86.0,18.0,56.0,69.0,,0.0,,0.0,20.0,35.0,11.0,31.0,,,,11.0,,0.0,64.0,0.0,0.0,0.0,
451702,ASERACARE HOSPICE,1235 NORTH LOOP WEST SUITE 215,HOUSTON,TX,77008,TX - Houston,73,5559,857202,851889,1176142,100,0.0,0.208,0.19,0.038,16.0,13.0,26.0,12.0,0.085,0.205,0.047,79.7,23.0,50.0,32.0,28.0,0.0,13.0,0.0,25.0,25.0,23.0,15.0,,12.0,,,52.0,,16.0,0.0,0.0,0.0,
451727,HELPING HANDS AND HEARTS HOSPICE,"103 CIRCLE WAY, SUITE #100",LAKE JACKSON,TX,77566,TX - Houston,62,2213,335573,340234,349499,100,0.0,0.0,0.005,0.0,,14.0,11.0,,0.0,0.028,0.0,80.5,26.0,36.0,52.0,,0.0,,0.0,18.0,11.0,22.0,,,,,21.0,60.0,0.0,,0.0,0.0,0.0,
671661,BUCKNER HOSPICE HOUSTON,ONE KATY PLAZA 11111 KATY FRWY STE 620,HOUSTON,TX,77079,TX - Houston,119,10891,1632668,1673000,2810598,100,43.0,0.344,0.222,0.041,14.0,21.0,52.0,24.0,0.145,0.431,0.068,86.5,46.0,73.0,112.0,,0.0,,0.0,15.0,,24.0,39.0,,31.0,,,36.0,14.0,,68.0,0.0,0.0,
671610,CUIDADO CASERO HOME HEALTH LUBBOCK,2118 BROADWAY,LUBBOCK,TX,79401,TX - Lubbock,34,2425,343686,370374,502222,100,0.0,0.128,0.153,0.028,,,18.0,0.0,0.072,0.492,,80.2,13.0,21.0,,,0.0,24.0,0.0,17.0,14.0,,,0.0,14.0,,,32.0,0.0,,0.0,0.0,0.0,
671634,"SELAH HOSPICE CARE,  INC.",1001 RONE AVENUE,WESLACO,TX,78596,TX - Harlingen,144,12739,1774927,1958382,2946971,100,0.0,0.272,0.371,0.014,31.0,19.0,67.0,21.0,0.15,0.285,0.043,82.1,72.0,72.0,27.0,0.0,0.0,117.0,0.0,35.0,78.0,25.0,60.0,,19.0,14.0,20.0,116.0,,0.0,23.0,0.0,0.0,
451642,HEARTLAND HOSPICE SERVICES,8700 STEMMONS FREEWAY SUITE 144,DALLAS,TX,75247,TX - Fort Worth,152,14322,2160629,2188753,3837652,100,0.0,0.497,0.303,0.057,30.0,15.0,63.0,29.0,0.16,0.453,0.123,81.7,73.0,79.0,105.0,30.0,0.0,17.0,0.0,48.0,65.0,40.0,68.0,13.0,12.0,,,63.0,14.0,74.0,,0.0,0.0,
671623,DIVINE MERCY HOSPICE PLLC,2364 NORTH HIGHWAY 287 SUITE 117,MANSFIELD,TX,76063,TX - Fort Worth,49,3736,570898,583293,905891,99,0.0,0.451,0.274,0.047,,,17.0,,0.095,0.523,0.107,81.1,26.0,23.0,45.0,,0.0,,0.0,,,13.0,,,,,,37.0,,0.0,0.0,0.0,0.0,
671793,"GOOD SHEPHERD HOSPICE OF SAN ANTONIO, L.L.C.",4241 PIEDRAS DR. STE. 171,SAN ANTONIO,TX,78228,TX - San Antonio,71,5668,807508,862231,1137768,100,0.0,0.134,0.281,0.05,,,26.0,,0.072,0.4,0.081,83.0,41.0,30.0,62.0,,0.0,,0.0,13.0,,33.0,,,21.0,,,67.0,,0.0,0.0,0.0,0.0,
461592,MAPLE CREEK HOSPICE,290 WEST CENTER STREET,SPANISH FORK,UT,84660,UT - Provo,70,4834,709330,742575,1095897,100,0.0,0.338,0.309,0.02,13.0,,25.0,,0.138,0.167,0.028,84.3,31.0,39.0,70.0,0.0,0.0,0.0,0.0,21.0,,,,,15.0,,28.0,49.0,16.0,,0.0,0.0,0.0,
461527,AFFINITY HOSPICE OF LIFE,"2200 WEST PARKWAY BOULEVARD, SUITE 200",SALT LAKE CITY,UT,84119,UT - Salt Lake City,31,982,144873,152921,330528,99,,0.47,0.205,0.033,19.0,,0.0,0.0,0.172,0.195,0.042,86.4,,,29.0,,0.0,,0.0,12.0,,,,,16.0,,,14.0,,,,0.0,0.0,
461605,"JOURNEY OF HOPE HOSPICE, LLC",475 E TABERNACLE,ST GEORGE,UT,84770,UT - Salt Lake City,55,2331,347407,368130,610401,99,0.0,0.228,0.257,0.056,,26.0,11.0,,0.082,0.407,0.123,85.7,39.0,16.0,55.0,0.0,0.0,0.0,0.0,,,,15.0,,13.0,,,16.0,,0.0,36.0,0.0,0.0,
491549,SOUTHAMPTON MEMORIAL HOSPICE,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,VA - Norfolk,50,1272,168469,194956,266135,100,0.0,0.138,0.445,0.123,,19.0,,,0.054,0.298,0.116,82.0,19.0,31.0,39.0,11.0,0.0,0.0,0.0,,,17.0,14.0,,,,,32.0,0.0,11.0,,0.0,0.0,
491536,CMH COMMUNITY HOSPICE,300 EAST FERRELL STREET,SOUTH HILL,VA,23970,VA - Richmond,77,4085,540073,626092,1356768,100,0.0,0.34,0.251,0.043,,18.0,25.0,,0.111,0.326,0.1,80.2,39.0,38.0,61.0,16.0,0.0,0.0,0.0,13.0,,35.0,,0.0,13.0,,16.0,76.0,0.0,,0.0,0.0,0.0,
491522,HOSPICE & PALLIATIVE CARE OF VIRGINIA,"18 SEVENTH STREET, NW, SUITE 302",NORTON,VA,24273,TN - Kingsport,68,4718,625108,724696,1311829,100,0.0,0.304,0.177,0.057,,15.0,20.0,,0.29,0.328,0.096,80.4,29.0,39.0,68.0,0.0,0.0,0.0,0.0,14.0,17.0,24.0,,,,13.0,,50.0,12.0,,0.0,0.0,0.0,
521585,LUTHER MANOR HOSPICE,4545 N 92ND ST,MILWAUKEE,WI,53225,WI - Milwaukee,112,5699,879881,874806,2391078,100,0.0,0.327,0.459,0.068,,27.0,33.0,,0.143,0.569,0.132,88.5,26.0,86.0,99.0,13.0,0.0,0.0,0.0,32.0,56.0,16.0,34.0,,22.0,,,,21.0,86.0,0.0,0.0,0.0,
521557,FLAMBEAU HOME HEALTH AND HOSPICE,133 N LAKE AVE,PHILLIPS,WI,54555,WI - Marshfield,83,3313,486105,514234,784380,99,0.0,0.11,0.375,0.097,,21.0,23.0,0.0,0.069,0.33,0.117,82.0,37.0,46.0,83.0,0.0,0.0,0.0,0.0,39.0,26.0,34.0,,,18.0,11.0,,60.0,,0.0,18.0,0.0,0.0,
11597,COMFORT CARE HOSPICE OF ANDALUSIA,"820 SOUTH THREE NOTCH STREET, SUITE C",ANDALUSIA,AL,36420,FL - Pensacola,176,15665,2116862,2451355,3367102,99,0.0,0.28,0.286,0.057,18.0,33.0,70.0,33.0,0.135,0.36,0.116,80.5,67.0,109.0,160.0,16.0,0.0,0.0,0.0,17.0,43.0,59.0,16.0,31.0,31.0,16.0,23.0,125.0,0.0,31.0,,11.0,0.0,
221545,HOSPICE OF NASHOBA NURSING SERVICE,"TWO SHAKER ROAD, SUITE D225",SHIRLEY,MA,1464,MA - Boston,136,5495,965122,878428,1750951,99,0.0,0.353,0.384,0.073,,39.0,34.0,,0.146,0.259,0.082,84.0,55.0,81.0,132.0,,0.0,,0.0,36.0,24.0,47.0,27.0,,33.0,,,92.0,,0.0,27.0,11.0,0.0,
261501,HOSPICE OF CARE,1333 SOUTH SAM HOUSTON BOULEVARD,HOUSTON,MO,65483,MO - Springfield,47,2410,345398,399892,721875,96,0.0,0.218,0.252,0.101,,14.0,15.0,,0.089,0.201,0.111,81.8,27.0,20.0,47.0,0.0,0.0,0.0,0.0,,12.0,12.0,,,,,,26.0,0.0,,0.0,12.0,0.0,
361510,COMMUNITY HOSPICE CARE,181 EAST PERRY STREET,TIFFIN,OH,44883,OH - Toledo,117,4644,664144,735948,1299357,99,0.0,0.205,0.307,0.005,17.0,45.0,23.0,,0.103,0.601,0.011,81.8,54.0,63.0,112.0,,0.0,,0.0,23.0,27.0,44.0,,,19.0,21.0,,54.0,13.0,35.0,,12.0,0.0,
451675,UVALDE HOSPICE,1038 GARNER FIELD ROAD,UVALDE,TX,78801,TX - San Antonio,186,11908,1639056,1889195,2809084,99,219.0,0.208,0.192,0.014,17.0,46.0,58.0,20.0,0.123,0.198,0.046,82.9,77.0,109.0,101.0,0.0,0.0,85.0,0.0,39.0,81.0,57.0,39.0,15.0,32.0,18.0,25.0,127.0,,46.0,0.0,12.0,0.0,
161542,STEWART MEMORIAL COMMUNITY HOSPITAL HOSPICE,1301 WEST MAIN STREET,LAKE CITY,IA,51449,IA - Des Moines,54,3707,521501,580774,871232,99,15.0,0.101,0.28,0.049,,16.0,19.0,,0.051,0.293,0.076,85.8,21.0,33.0,54.0,0.0,0.0,0.0,0.0,,14.0,14.0,14.0,,,,12.0,,0.0,31.0,0.0,13.0,0.0,
41523,HOSPICE HOME CARE OF MONTICELLO,990 HWY 425 NORTH,MONTICELLO,AR,71655,AR - Little Rock,190,11120,1517598,1753769,2634664,99,60.0,0.442,0.169,0.023,19.0,52.0,46.0,19.0,0.151,0.342,0.065,80.4,77.0,113.0,162.0,28.0,0.0,0.0,0.0,17.0,78.0,72.0,43.0,13.0,32.0,13.0,17.0,116.0,,54.0,0.0,14.0,0.0,
161517,LEE COUNTY HEALTH DEPARTMENT HOSPICE,2218 AVENUE H,FORT MADISON,IA,52627,IA - Iowa City,165,7335,1063299,1184001,1613175,99,33.0,0.035,0.09,0.016,,59.0,31.0,,0.023,0.145,0.024,82.6,80.0,85.0,160.0,,0.0,,0.0,21.0,30.0,54.0,17.0,,31.0,21.0,35.0,86.0,,44.0,12.0,14.0,0.0,
451604,HOSPICE OF VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVENUE,DEL RIO,TX,78840,TX - San Antonio,74,2189,295624,339931,531749,98,0.0,0.147,0.381,0.072,,27.0,11.0,,0.115,0.296,0.099,81.1,36.0,38.0,27.0,0.0,0.0,47.0,0.0,15.0,35.0,27.0,,,12.0,12.0,,44.0,,14.0,0.0,14.0,0.0,
331557,"HOSPICE OF ORLEANS , INC",14080 WEST AVENUE,ALBION,NY,14411,NY - Buffalo,122,5986,878944,953733,3800346,99,22.0,1.924,1.74,0.064,11.0,32.0,33.0,,0.232,0.482,0.085,79.2,54.0,68.0,118.0,,0.0,,0.0,55.0,44.0,54.0,,,20.0,12.0,,70.0,0.0,0.0,,16.0,0.0,
111729,"UNIVERSITY HOSPICE, INC",4106 COLUMBIA ROAD SUITE 201,MARTINEZ,GA,30907,GA - Augusta,67,1745,288844,298045,484519,96,0.0,0.303,0.34,0.039,,31.0,,,0.104,0.531,0.055,78.0,35.0,32.0,51.0,16.0,0.0,0.0,0.0,21.0,,31.0,,,12.0,16.0,,48.0,0.0,0.0,,18.0,0.0,
671656,RIVER CITY HOSPICE,2688 CALDER AVENUE,BEAUMONT,TX,77702,TX - Beaumont,310,42128,5912867,6578336,11368498,99,20.0,0.41,0.174,0.027,53.0,39.0,177.0,104.0,0.123,0.313,0.051,81.5,116.0,194.0,237.0,61.0,0.0,12.0,0.0,75.0,67.0,43.0,72.0,20.0,95.0,64.0,16.0,213.0,15.0,61.0,,19.0,0.0,
521513,CROSSING RIVERS HEALTH HOSPICE,705 E TAYLOR ST,PRAIRIE DU CHIEN,WI,53821,WI - La Crosse,102,5422,856730,926600,1472958,96,0.0,0.203,0.316,0.099,,29.0,29.0,,0.085,0.343,0.131,80.3,56.0,46.0,102.0,0.0,0.0,0.0,0.0,24.0,20.0,57.0,,,17.0,,13.0,49.0,,13.0,18.0,19.0,0.0,
281517,MCH&HS HOSPICE,718 NORTH 21ST STREET,BLAIR,NE,68008,NE - Omaha,49,953,197823,203558,476932,87,0.0,0.247,0.341,0.04,,28.0,,,0.158,0.266,0.055,82.8,25.0,24.0,49.0,0.0,0.0,0.0,0.0,,13.0,14.0,,,,,19.0,14.0,,0.0,11.0,20.0,0.0,
111537,PHOEBE SUMTER HOSPICE,126 EAST FURLOW STREET,AMERICUS,GA,31709,GA - Albany,133,7698,1104871,1276690,1521625,98,0.0,0.234,0.253,0.033,,58.0,36.0,14.0,0.051,0.336,0.084,81.2,58.0,75.0,100.0,33.0,0.0,0.0,0.0,36.0,39.0,41.0,,,12.0,26.0,,50.0,18.0,16.0,0.0,49.0,0.0,0.0
161577,ORANGE CITY HOSPICE,400 CENTRAL AVENUE NW,ORANGE CITY,IA,51041,IA - Sioux City,57,1905,332198,373372,583201,92,123.0,0.169,0.386,0.095,,19.0,11.0,,0.065,0.346,0.115,84.1,24.0,33.0,57.0,0.0,0.0,0.0,0.0,,,22.0,,,12.0,,14.0,12.0,,25.0,,15.0,0.0,0.0
151510,HOSPICE OF THE WABASH VALLEY INC,400 8TH AVE,TERRE HAUTE,IN,47804,IN - Terre Haute,264,17272,2616533,2731426,4103376,99,,0.13,0.241,0.044,19.0,81.0,78.0,35.0,0.079,0.292,0.058,81.0,110.0,154.0,254.0,,0.0,,0.0,31.0,70.0,76.0,39.0,16.0,69.0,34.0,30.0,221.0,0.0,0.0,0.0,43.0,0.0,0.0
361594,PUTNAM COUNTY HOSPICE,139 COURT STREET,OTTAWA,OH,45875,OH - Dayton,240,7788,1291423,1406779,1927874,94,0.0,0.141,0.335,0.034,,139.0,34.0,14.0,0.064,0.34,0.109,80.7,112.0,128.0,226.0,,0.0,,0.0,59.0,53.0,48.0,40.0,,50.0,45.0,48.0,43.0,11.0,78.0,0.0,108.0,0.0,0.0
441577,BAPTIST HOMECARE AND HOSPICE,1201 BISHOP STREET,UNION CITY,TN,38261,TN - Memphis,115,4689,677748,783835,1633016,97,0.0,0.144,0.369,0.011,,43.0,23.0,,0.045,0.308,0.008,76.9,54.0,61.0,112.0,,0.0,,0.0,,16.0,60.0,,,25.0,13.0,,84.0,,0.0,,29.0,0.0,0.0
11650,SOUTHERNCARE OF DOTHAN,2576 MONTGOMERY HWY SUITE 2,DOTHAN,AL,36303,AL - Dothan,158,19249,2570113,2979159,4954512,100,0.0,0.217,0.154,0.011,16.0,21.0,83.0,46.0,0.1,0.246,0.017,79.5,61.0,97.0,129.0,29.0,0.0,0.0,0.0,18.0,41.0,36.0,27.0,11.0,48.0,20.0,16.0,121.0,,,26.0,,0.0,0.0
11598,"HOMETOWN HOSPICE, INC",1447 COLLEGE AVE,JACKSON,AL,36545,AL - Mobile,48,7978,1057347,1229974,1469477,100,0.0,0.298,0.223,0.024,20.0,,34.0,22.0,0.184,0.29,0.094,81.2,24.0,24.0,37.0,11.0,0.0,0.0,0.0,,,13.0,,,18.0,,,41.0,0.0,,0.0,,0.0,0.0
11579,SOLAMOR HOSPICE - JACKSONVILLE,1735 HIGHWAY 77,SOUTHSIDE,AL,35907,AL - Birmingham,247,25061,3427953,3927642,4852947,99,0.0,0.236,0.18,0.037,32.0,36.0,121.0,52.0,0.093,0.193,0.064,81.2,86.0,161.0,211.0,36.0,0.0,0.0,0.0,42.0,63.0,47.0,46.0,22.0,68.0,32.0,32.0,148.0,13.0,80.0,,,0.0,0.0
11669,AMEDISYS HOSPICE OF FLORENCE,"412 SOUTH COURT STREET, SUITE 202",FLORENCE,AL,35630,AL - Birmingham,175,15507,2063660,2386116,4151900,100,0.0,0.353,0.332,0.048,21.0,14.0,73.0,27.0,0.157,0.431,0.068,78.9,75.0,100.0,155.0,20.0,0.0,0.0,0.0,22.0,19.0,33.0,44.0,15.0,44.0,25.0,14.0,151.0,,17.0,,,0.0,0.0
11661,COOSA VALLEY HOSPICE,315 WEST HICKORY STREET,SYLACAUGA,AL,35150,AL - Birmingham,70,8577,1159239,1346630,1611349,98,0.0,0.267,0.142,0.033,23.0,,43.0,22.0,0.216,0.377,0.101,80.4,25.0,45.0,58.0,12.0,0.0,0.0,0.0,,18.0,,15.0,,23.0,,,44.0,0.0,,20.0,,0.0,0.0
11561,ASERACARE HOSPICE,1013 MEDICAL CENTER PARKWAY,DEMOPOLIS,AL,36732,AL - Birmingham,72,7429,1001153,1157496,1523583,99,0.0,0.285,0.21,0.047,12.0,,34.0,17.0,0.082,0.181,0.056,81.7,30.0,42.0,40.0,32.0,0.0,0.0,0.0,,16.0,14.0,21.0,,26.0,,,56.0,,,,,0.0,0.0
11576,COMFORT CARE HOSPICE LLC,"547 U.S. HIGHWAY 80 WEST, SUITE 2",DEMOPOLIS,AL,36732,AL - Birmingham,105,8536,1158374,1335442,1788735,99,0.0,0.327,0.363,0.064,12.0,21.0,46.0,19.0,0.178,0.565,0.239,82.7,45.0,60.0,54.0,51.0,0.0,0.0,0.0,,45.0,17.0,26.0,,36.0,,,55.0,,,44.0,,0.0,0.0
11634,"HEARTLITE HOSPICE, INC","304 SOUTH MARKET STREET, STE 200",SCOTTSBORO,AL,35768,AL - Huntsville,134,18601,2505812,2856015,4032917,100,0.0,0.251,0.23,0.02,22.0,17.0,72.0,48.0,0.348,0.456,0.021,77.8,57.0,77.0,126.0,,0.0,,0.0,19.0,19.0,25.0,32.0,,33.0,25.0,15.0,114.0,,16.0,0.0,,0.0,0.0
11654,COMFORT CARE HOSPICE OF DECATUR,"2424 DANVILLE ROAD, SUITE M",DECATUR,AL,35603,AL - Huntsville,128,9970,1364110,1542131,2118319,100,0.0,0.212,0.274,0.053,18.0,27.0,43.0,17.0,0.082,0.351,0.078,82.5,41.0,87.0,117.0,11.0,0.0,0.0,0.0,12.0,58.0,19.0,32.0,21.0,20.0,18.0,18.0,46.0,,13.0,65.0,,0.0,0.0
11553,SOUTHERNCARE MONTGOMERY,"7067 SIDNEY CURVE, SUITE B",MONTGOMERY,AL,36117,AL - Montgomery,200,21379,2874861,3331958,5636706,99,,0.386,0.224,0.009,26.0,38.0,91.0,49.0,0.446,0.659,0.009,82.4,82.0,118.0,139.0,61.0,0.0,0.0,0.0,42.0,77.0,29.0,57.0,24.0,59.0,19.0,12.0,92.0,,49.0,51.0,,0.0,0.0
11523,HOSPICE OF MONTGOMERY,1111 HOLLOWAY PARK,MONTGOMERY,AL,36117,AL - Montgomery,106,5642,749723,868907,1209802,100,,0.278,0.36,0.036,19.0,28.0,34.0,,0.143,0.39,0.07,81.1,38.0,68.0,90.0,16.0,0.0,0.0,0.0,16.0,,34.0,21.0,,19.0,12.0,18.0,75.0,27.0,0.0,,,0.0,0.0
11655,SOUTHERNCARE GREENVILLE,102 CAMELLIA AVE,GREENVILLE,AL,36037,AL - Montgomery,148,15921,2150809,2491247,4482122,99,,0.332,0.157,0.008,49.0,17.0,80.0,34.0,0.186,0.303,0.036,79.2,62.0,86.0,121.0,27.0,0.0,0.0,0.0,,44.0,26.0,35.0,,52.0,,,108.0,,16.0,15.0,,0.0,0.0
111645,PRUITTHEALTH HOSPICE-ROME,35 THREE RIVERS DR,ROME,GA,30161,GA - Rome,64,8873,1269508,1390613,1638713,99,0.0,0.218,0.129,0.022,,,36.0,20.0,0.126,0.305,0.04,80.1,20.0,44.0,60.0,,0.0,,0.0,,14.0,,17.0,,16.0,11.0,,46.0,0.0,13.0,,,0.0,0.0
111705,"COMPASSIONATE CARE HOSPICE OF CENTRAL GEORGIA, LLC","4931  MERCER UNIVERSITY DRIVE, SUITE A",MACON,GA,31210,GA - Macon,135,18266,2594139,2908593,3528415,99,50.0,0.223,0.142,0.012,45.0,,79.0,41.0,0.116,0.256,0.016,75.9,51.0,84.0,81.0,54.0,0.0,0.0,0.0,43.0,27.0,,23.0,,65.0,27.0,,124.0,,0.0,,,0.0,0.0
111682,"HOSPICE ADVANTAGE, LLC","583 HIGHLAND CROSSINGS, STE 120",ELLIJAY,GA,30540,GA - Atlanta,128,11806,1620791,1824501,3142141,100,,0.361,0.227,0.017,16.0,21.0,56.0,25.0,0.152,0.356,0.033,78.6,62.0,66.0,124.0,,0.0,,0.0,35.0,25.0,37.0,28.0,,24.0,24.0,12.0,104.0,,0.0,12.0,,0.0,0.0
111694,"HOSPICE ADVANTAGE,LLC",606 WEST COURT STREET,WRIGHTSVILLE,GA,31096,GA - Augusta,98,9830,1313521,1519408,2634302,99,,0.453,0.261,0.023,13.0,16.0,43.0,22.0,0.162,0.378,0.047,82.2,41.0,57.0,64.0,34.0,0.0,0.0,0.0,24.0,40.0,21.0,27.0,,19.0,11.0,14.0,49.0,,0.0,35.0,,0.0,0.0
111702,"COMPASSIONATE CARE HOSPICE OF SAVANNAH, LLC",138 CANAL STREET SUITES 304/305,POOLER,GA,31322,GA - Savannah,74,7907,1137267,1220489,1665428,100,,0.491,0.208,0.033,12.0,,42.0,15.0,0.184,0.319,0.051,78.4,37.0,37.0,53.0,21.0,0.0,0.0,0.0,24.0,12.0,12.0,,,29.0,12.0,,68.0,,0.0,,,0.0,0.0
111571,PRUITTHEALTH HOSPICE-VALDOSTA,407 COWART AVENUE,VALDOSTA,GA,31602,FL - Tallahassee,260,30984,4125709,4771368,5388956,99,0.0,0.259,0.133,0.01,35.0,42.0,135.0,67.0,0.124,0.251,0.02,81.6,88.0,172.0,198.0,62.0,0.0,0.0,0.0,43.0,148.0,53.0,71.0,40.0,29.0,25.0,42.0,109.0,,132.0,,,0.0,0.0
161599,GENERATIONS HOSPICE CARE INC,"1010 LONGVIEW RD, SUITE 101",MISSOURI VALLEY,IA,51555,NE - Omaha,55,3633,579758,574333,902909,99,0.0,0.243,0.417,0.03,0.0,18.0,16.0,,0.147,0.617,0.061,83.0,26.0,29.0,55.0,0.0,0.0,0.0,0.0,,28.0,,11.0,,14.0,,12.0,,0.0,23.0,25.0,,0.0,0.0
161569,HOSPICE OF JACKSON COUNTY,611 WEST QUARRY STREET,MAQUOKETA,IA,52060,IA - Davenport,73,2836,391293,435996,686703,100,0.0,0.151,0.551,0.027,,20.0,13.0,,0.121,0.419,0.04,82.5,36.0,37.0,73.0,0.0,0.0,0.0,0.0,14.0,21.0,26.0,15.0,,,14.0,,31.0,,34.0,0.0,,0.0,0.0
161605,ST CROIX HOSPICE,"951 NORTH LINN AVENUE, SUITE 5",NEW HAMPTON,IA,50659,MN - Rochester,37,768,110439,122683,321644,99,0.0,0.092,0.11,0.01,,11.0,,,0.033,0.064,,86.2,16.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.0,,,0.0,0.0
161551,HOWARD COUNTY COMMUNITY HOSPICE,327 EIGHTH AVENUE WEST,CRESCO,IA,52136,MN - Rochester,34,1143,159753,177542,257223,99,,0.091,0.276,0.068,,12.0,,,0.059,0.202,0.094,81.4,20.0,14.0,34.0,0.0,0.0,0.0,0.0,,,14.0,,0.0,,,,17.0,0.0,15.0,,,0.0,0.0
161545,MIDDLE RIVER HOSPICE,300 WEST HUTCHINGS,WINTERSET,IA,50273,IA - Des Moines,33,893,138806,140793,480896,99,0.0,0.17,0.335,0.05,,11.0,,,0.143,1.103,0.073,82.8,11.0,22.0,33.0,0.0,0.0,0.0,0.0,,,,,,,,12.0,,0.0,23.0,0.0,,0.0,0.0
