provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_users_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas
677166,GENTIVA HEALTH SERVICES,1600 WEST 38TH STREET  SUITE #202,AUSTIN,TX,78731,415,264,2096367,1405208,1361223,7,55.0,18463.0
47168,INTEGRITY HOME HEALTH,3809 EAST 9TH STREET - SUITE 12,TEXARKANA,AR,71854,265,201,698275,692776,771247,8,12.0,4241.0
37178,HORIZON HOME HEALTH,"32 NORTH 10TH AVENUE, SUITE 204",PAGE,AZ,86040,55,27,253910,178751,141481,8,11.0,4699.0
58201,"AGAPE HOME HEALTH SERVICES, INC",1661 HANOVER ROAD SUITE 226,CITY OF INDUSTRY,CA,91748,448,307,1187217,1580154,1250946,8,44.0,15806.0
59009,ST JOSEPH HOME HEALTH,"1525 MCCARTHY BLVD, SUITE 208",MILPITAS,CA,95035,606,402,1799103,3100208,1877039,8,61.0,34843.0
59217,"INFINITY CARE SERVICES, INC","1045 N EL DORADO STREET, SUITE #6",STOCKTON,CA,95201,494,354,6956751,2065462,1469260,8,71.0,37065.0
557219,HELP UNLIMITED HOMECARE,1767 GOODYEAR AVE STE 103 & 104,VENTURA,CA,93003,517,413,1596602,2020934,1544014,8,84.0,37815.0
557500,"VISTA HOME HEALTH SERVICES, INC",9003 RESEDA BLVD STE 209,NORTHRIDGE,CA,91324,228,142,641046,728333,577774,8,55.0,23641.0
59012,"A TO Z HOME HEALTH, INC","209 E ALAMEDA AVENUE, SUITE 200",BURBANK,CA,91502,779,494,6462368,3149909,2491116,8,11.0,4938.0
59325,MHIRAMARC MANGEMENT LLC HOME HEALTH SERVICES,"7473 FOOTHILL BLVD,",TUJUNGA,CA,91042,115,59,326423,384167,304617,8,11.0,3453.0
557680,CARE ESSENTIALS HOME HEALTH,264 E 18TH STREET,SAN BERNARDINO,CA,92404,28,17,99159,102661,86383,8,11.0,3903.0
59241,"PRIVILEGE HOME SERVICES, INC",11395 183RD STREET,CERRITOS,CA,90703,324,170,983426,1243279,1001438,8,12.0,5261.0
58222,"NU-ERA HOME HEALTH AGENCY,  INC",370 AMAPOLA AVENUE,TORRANCE,CA,90501,326,112,718437,1050880,847766,8,13.0,5237.0
59083,DEPENDABLE HOME CARE SERVICES INC,5924 E LOS ANGELES AVE STE O,SIMI VALLEY,CA,93063,496,290,1615470,1984064,1577381,8,13.0,4532.0
59287,"ST PAUL HOME HEALTH SERVICES, INC",10349 BALBOA BLVD #202,GRANADA HILLS,CA,91344,487,278,1216663,1864056,1478259,8,13.0,4511.0
58256,"ALL CARE ENTERPRISES, INC","1225 WEST 190TH STREET, SUITE 260",GARDENA,CA,90248,246,127,736891,832238,660873,8,14.0,5841.0
58407,ELEVATEHEALTH,"201 COVINA AVE, SUITE 4",LONG BEACH,CA,90803,274,191,842245,1088984,872933,8,14.0,5860.0
59024,BUENA VENTURA HOME HEALTH AGENCY,4263 TIERRA REJADA ROAD,MOORPARK,CA,93021,294,98,851769,900175,688766,8,14.0,5144.0
59045,"OPTIMUM HOME HEALTHCARE, INC",20121 VENTURA BLVD SUITE 302,WOODLAND HILLS,CA,91364,329,167,1333950,1267715,987612,8,14.0,6432.0
58439,CELEBRITY HOMECARE,521 N MOUNTAIN AVENUE,UPLAND,CA,91786,249,76,894425,884738,715098,8,15.0,3975.0
59040,"STAR WORLD HOME HEALTH CARE SERVICES, INC.","7400 VAN NUYS BLVD, SUITE 240",VAN NUYS,CA,91405,305,197,796326,1132966,896812,8,16.0,7188.0
58207,LEGACY HEALTH CARE PROVIDERS INC,1272 E CENTER COURT DR SUITE 203,COVINA,CA,91724,246,103,829084,838886,698518,8,17.0,7074.0
58283,MAJESTY HOME HEALTH,18527 ROSCOE BLVD,NORTHRIDGE,CA,91324,296,146,673921,1108453,875625,8,17.0,6923.0
59061,BENEVOLENT HOME CARE,426 S ROSEMEAD BLVD,PASADENA,CA,91107,268,90,712779,805553,637493,8,18.0,6573.0
58441,"ACCESS HOME HEALTH CARE, INC","18780 AMAR ROAD, SUITE 201",WALNUT,CA,91789,427,195,1619934,1573094,1268388,8,19.0,8209.0
557468,TOTAL HOME HEALTH INC,9808 VENICE BLVD SUITE 502,CULVER CITY,CA,90232,232,139,884789,769900,607689,8,19.0,7899.0
58077,"WESTERN HOME CARE, INC","6131 ORANGETHORPE AVENUE, SUITE 480",BUENA PARK,CA,90620,355,276,741640,1254240,1004158,8,24.0,9425.0
58284,MADISON HOME HEALTH CARE,"4500 E PACIFIC COAST HIGHWAY, SUITE 280",LONG BEACH,CA,90804,250,171,736648,1002141,791717,8,24.0,7323.0
58390,"LIFECARE HOME HEALTH SERVICES, INC",540 E FOOTHILL BLVD  SUITE 200,SAN DIMAS,CA,91773,283,139,681077,938422,750417,8,25.0,8601.0
58158,"VALLEY HOME HEALTH, INC",6422 BELLINGHAM STREET SUITE 210,N HOLLYWOOD,CA,91606,120,75,372833,421361,334659,8,26.0,10947.0
557473,HOME HEALTH INTEGRATED SERVICES INC,704 SO MAIN STREET,BURBANK,CA,91506,281,145,783829,981123,776286,8,26.0,10441.0
557792,QUALITY CARE HH SPECIALISTS,127 N LANG AVENUE,WEST COVINA,CA,91790,628,271,1988792,2327601,1854418,8,26.0,10025.0
58144,PROFESSIONAL HOME HEALTH SERVICES,750 TERRADO PLAZA SUITE 228,COVINA,CA,91723,379,177,1218839,1250077,997756,8,29.0,9930.0
59105,"MAXIMUM CARE PROVIDERS, INC","55 E. HUNTINGTON DRIVE, STE. 320",ARCADIA,CA,91006,560,358,1271544,2073682,1664123,8,29.0,11350.0
58314,PRO CARE HOME HEALTH SERVICES,"7880 ALTA VALLEY DRIVE, SUITE 103",SACRAMENTO,CA,95823,259,198,969662,1142913,778935,8,30.0,15668.0
557635,"ADMIRAL HOME HEALTH, INC",4010 WATSON PLAZA DRIVE SUITE 140,LAKEWOOD,CA,90712,202,148,884277,694252,552213,8,32.0,13868.0
557280,DYNAMIC HOME CARE,14260 VENTURA BLVD. SUITE #301,SHERMAN OAKS,CA,91423,307,185,892601,1142600,905002,8,33.0,11210.0
58416,A-1 HOME HEALTH CARE,"5011 ARGOSY AVE, #5",HUNTINGTON BEACH,CA,92649,376,192,1429407,1721444,1392521,8,34.0,10520.0
58408,"GREEN PINE HOME HEALTHCARE SERVICES, INC",1740 NEW AVENUE SUITE 101,SAN GABRIEL,CA,91776,521,375,1403911,1875609,1484151,8,35.0,14715.0
557490,UNIQUE HH SRVS,596 N LAKE AVE STE 101,PASADENA,CA,91101,602,287,1862264,2189496,1735002,8,39.0,15173.0
58177,RELY ABLE HOME HEALTH CARE,331 ARDEN AVENUE SUITE 101,GLENDALE,CA,91203,251,152,885321,886935,699147,8,18.0,6803.0
59092,"DIRECT NURSING SERVICES, INC","1111 N BRAND BLVD, STE 310",GLENDALE,CA,91202,724,406,2313906,2698039,2138938,8,19.0,7382.0
58139,NEW HORIZON HOME HEALTH CARE,815 E COLORADO BLVD SUITE 100,GLENDALE,CA,91205,587,359,1570060,2282607,1807103,8,40.0,15207.0
58135,"INTRA CARE HOME HEALTH PROVIDERS, INC","4929 WILSHIRE BLVD, SUITE 210",LOS ANGELES,CA,90010,1150,704,3378739,4694694,3719085,8,159.0,60449.0
58085,"HORIZON HOME CARE, INC",2140 W OLYMPIC BLVD SUITE 534,LOS ANGELES,CA,90006,434,302,800507,1553430,1255920,8,14.0,5158.0
58087,ATTENTIVE SERVICES HOME HEALTH INC,"8425 W3RD ST, STE 305",LOS ANGELES,CA,90048,183,75,1483591,649783,521786,8,22.0,6769.0
58463,"CITY OF ANGELS BEST CARE, INC","1711 W TEMPLE STREET, SUITE 6679",LOS ANGELES,CA,90026,380,241,1011765,1451548,1145414,8,23.0,7644.0
57433,A C  HOME HEALTH AGENCY,3870 CRENSHAW BLVD 205,LOS ANGELES,CA,90008,430,193,712706,1294505,1031806,8,24.0,6580.0
58458,MEDIA HOME HEALTH,2702 MEDIA CENTER DRIVE SUITE B,LOS ANGELES,CA,90065,522,281,1268330,1844709,1463599,8,34.0,12270.0
58032,PROGRESSIVE 2000 HHC,"948 NORTH FAIRFAX AVE, SUITE 200",LOS ANGELES,CA,90046,915,535,2900244,3273167,2604453,8,38.0,16490.0
67254,AMI - WELLNESS,3955 E EXPOSITION #501,DENVER,CO,80209,33,23,167288,121189,109266,8,11.0,4388.0
67456,ABC HOME HEALTH CARE INC,2320 NORTH GRAND,PUEBLO,CO,81003,28,13,122125,74662,76455,8,14.0,4279.0
67253,INTERIM HEALTHCARE OF FORT COLLINS INC,2000 VERMONT DRIVE #100,FORT COLLINS,CO,80524,166,129,579848,588884,557992,8,15.0,6805.0
67098,ARGUS OF COLORADO HOME HEALTH AGENCY,1627 VINE STREET,DENVER,CO,80206,94,58,325633,305304,275969,8,16.0,6983.0
77200,CONSTELLATION HOME CARE,14 WESTPORT AVENUE,NORWALK,CT,6851,1402,1004,4203685,5994248,4518476,8,145.0,67014.0
77143,HOME CARE PLUS INC,309 SEASIDE AVE,MILFORD,CT,6460,648,351,2386232,2575885,2063137,8,42.0,14444.0
97067,CAPITOL VIEW HOME HEALTH CARE AGENCY,"1025 THOMAS JEFFERSON ST, NW, SUITE 180G",WASHINGTON,DC,20007,195,99,713326,636313,567155,8,11.0,3929.0
97025,HMI HOME HEALTH DIVISION,"1707 L STREET, NW SUITE 900",WASHINGTON,DC,20036,160,115,484479,627194,555804,8,14.0,5493.0
87037,"ASTON HOME HEALTH, INC","1021 GILPIN AVENUE, SUITE 202",WILMINGTON,DE,19806,413,207,969731,1377230,1223501,8,37.0,13300.0
107728,ADVANCED NURSING CONCEPTS INC,1599 TROPICAL COURT,TAVARES,FL,32778,986,610,3216833,3592743,3609414,8,106.0,31016.0
108002,DIAMOND HOME HEALTH,1240 MARBELLA PLAZA DR STE 120,TAMPA,FL,33619,430,243,1328912,1317051,1325477,8,44.0,14628.0
108191,ACE HOMECARE,3656 INNOVATION DR,LAKELAND,FL,33813,2425,1194,8770918,8663453,9050443,8,235.0,76782.0
109016,"PRESTIGE HOME CARE SERVICES OF BROWARD, INC.",2450 HOLLYWOOD BLVD  STE 102,HOLLYWOOD,FL,33020,167,96,680862,518848,471642,8,11.0,4509.0
109312,"TEAM NURSING, INC.",6561 SUNSET STRIP,SUNRISE,FL,33313,120,58,760176,412569,372520,8,11.0,4052.0
109559,"BLUE SKY HOME HEALTHCARE, INC",1601 N PALM AVE  STE 204-B,PEMBROKE LAKES,FL,33026,534,305,1400002,2369710,2140061,8,11.0,4229.0
108075,A & B HOME HEALTH INC,4431 DAVIE RD STE 119,DAVIE,FL,33314,368,148,901843,1282876,1163117,8,14.0,4304.0
108126,HRC HOME HEALTH SERVICES-BROWARD LLC,"7820 PETERS RD, BLDG E-STE 100",PLANTATION,FL,33324,179,123,670406,671053,608878,8,18.0,6630.0
108327,"LAKESIDE QUALITY HOME HEALTH CARE, INC",725 E MAIN ST STE B,PAHOKEE,FL,33476,416,273,1119411,1337663,1279324,8,39.0,13671.0
107538,ADVANTAGE HOME CARE INC,8436 SILVER WAY,TAMPA,FL,33615,722,359,2289268,2228434,2282050,8,41.0,12440.0
107669,TENDER CARE HOME HEALTH SVCS,4941 SW 74TH COURT,MIAMI,FL,33155,160,124,558393,568184,525601,8,14.0,5200.0
108324,SERENITY HOME HEALTH CARE INC,7925 NW 12 ST   STE 101,MIAMI,FL,33126,410,231,1153503,1571603,1449085,8,37.0,11061.0
117039,"CENTRAL HH CARE, AN AMEDISYS COMPANY","2000 RIVEREDGE PARKWAY NW, SUITE GL200",ATLANTA,GA,30328,3742,2180,14942368,13336004,12958386,8,439.0,142964.0
167157,MOBILE NURSING SERVICES,705 AVENUE G,FORT MADISON,IA,52627,195,82,394502,533511,555677,8,14.0,4175.0
147536,"OPTION CARE ENTERPRISES, INC","1226 MICHAEL DRIVE, SUITE A",WOOD DALE,IL,60191,119,69,605151,310277,277515,8,131.0,46985.0
177216,ENCOMPASS HOME HEALTH OF KANSAS,8415 EAST 32ND STREET NORTH,WICHITA,KS,67226,205,144,1002523,684861,721036,8,40.0,11590.0
197121,"DELTA HOME CARE, INC.",9 CROTHERS DRIVE,TALLULAH,LA,71282,892,237,2598180,2057549,2268516,8,27.0,7556.0
227289,PERSONAL TOUCH HOMECARE SERVICES,421B FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,2747,504,273,2483096,1923400,1704632,8,56.0,16106.0
227485,NIZHONI HEALTH SYSTEMS,"5 MIDDLESEX AVE, 4TH FL, ASSEMBLY SQ OFFICE PARK",SOMERVILLE,MA,2145,287,199,1003385,862222,725707,8,77.0,33385.0
248098,CNS HOME HEALTH CARE,3143 SUPERIOR DRIVE NORTHWEST,ROCHESTER,MN,55901,86,44,317176,239247,220706,8,14.0,4392.0
277041,BARRETT MEMORIAL HOSPITAL HOME CARE SVC,600 MT HWY 91 S,DILLON,MT,59725,122,91,397483,297934,302175,8,27.0,9085.0
327187,"HARMONY HOME HEALTH SERVICES, LLC","5700 HARPER DRIVE NE, SUITE 280",ALBUQUERQUE,NM,87109,141,100,438758,499452,480580,8,17.0,5438.0
297107,PHYSICIANS CHOICE HOME HEALTH CARE INC,"601 WHTNEY RANCH, BLDG #D22",HENDERSON,NV,89014,376,244,1225233,1404390,1178814,8,19.0,6500.0
297120,OROSAY HOME HEALTH SERVICES LLC,2810 WEST CHARLESTON BLVD SUITE E45,LAS VEGAS,NV,89102,233,133,515709,675024,552914,8,14.0,4240.0
297132,"SAINT MARY'S HOME HEALTH CARE, INC",8880 SUNSET RD STE 220,LAS VEGAS,NV,89148,378,175,1365618,1379830,1105192,8,19.0,6718.0
297100,PERSPECTIVE HOME HEALTH INC,7835 S RAINBOW BLVD SUITE 8,LAS VEGAS,NV,89139,179,97,633228,618723,513529,8,20.0,7064.0
297144,SONOMA HOME HEALTH,6253 DEAN MARTIN DRIVE SUITE E/F,LAS VEGAS,NV,89118,326,215,1315504,1328335,1068988,8,25.0,10219.0
337004,CATTARAUGUS COUNTY DEPARTMENT OF HEALTH CHHA,1 LEO MOSS DRIVE,OLEAN,NY,14760,912,587,2361965,2629677,2770662,8,143.0,44257.0
337014,VNS & HOSPICE OF SUFFOLK INC CHHA,505 MAIN STREET,NORTHPORT,NY,11768,2756,1976,13747268,10772685,8341064,8,561.0,239073.0
337248,AMEDISYS HOME HEALTH CARE   AMHERST,"1127 WEHRLE DRIVE,  SUITE 50",AMHERST,NY,14221,3229,2101,13347161,11952423,11298462,8,488.0,158461.0
337261,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,2701 EMMONS AVENUE,BROOKLYN,NY,11235,1404,1122,6936470,5085091,3882148,8,119.0,46109.0
337299,REVIVAL HOME HEALTH CARE,5350 KINGS HIGHWAY,BROOKLYN,NY,11203,7558,4031,28278262,25563615,19463900,8,660.0,271582.0
337413,GURWIN JEWISH NRSG AND REHAB CENTER LTHHCP,5036 JERICHO TURNPIKE SUITE 202,COMMACK,NY,11725,427,291,1379944,1948526,1503664,8,71.0,25542.0
337421,VILLAGECARE HOME CARE,"154 CHRISTOPHER STREET, 2ND FLOOR",NEW YORK,NY,10014,371,340,942798,1503810,1148167,8,72.0,31450.0
337215,IDEAL SENIOR LIVING CTR LTHHCP,508 HIGH AVENUE,ENDICOTT,NY,13760,93,47,369081,236038,242013,8,12.0,3536.0
337207,SCHOFIELD RESIDENCE LTHHCP,2757 ELMWOOD AVENUE,KENMORE,NY,14217,74,43,247221,236839,221252,8,15.0,4451.0
367791,PREMIER CARE,"500 W WILSON BRIDGE ROAD, SUITE 235",WORTHINGTON,OH,43085,157,103,595162,554071,552138,8,16.0,4520.0
367595,"COMPREHENSIVE HEALTH CARE SERVICES, INC","11260 CHESTER ROAD, SUITE 260",CINCINNATI,OH,45246,100,51,335470,353840,342496,8,18.0,5740.0
367208,INTERIM HEALTHCARE OF LIMA,"3745 SHAWNEE ROAD, SUITE 108",LIMA,OH,45806,474,365,1180752,1516154,1537339,8,27.0,9630.0
377196,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,209 NW 48TH AVE,NORMAN,OK,73072,2943,1120,12800080,9358005,9821335,8,145.0,42357.0
377572,ENCOMPASS HOME HEALTH OF NORTHEAST OKLAHOMA,"5800 E SKELLY DRIVE, SUITE 1200",TULSA,OK,74114,3265,1282,12891610,9785256,10621090,8,158.0,43841.0
377664,"LIFECARE OKLAHOMA, INC",2411 SPRINGER DRIVE,NORMAN,OK,73069,1529,692,5337678,5386856,5553926,8,111.0,33867.0
377668,UNIVERSAL HEALTHCARE,114 NW 6TH STREET,OKLAHOMA CITY,OK,73102,687,276,2054903,1982088,2034373,8,46.0,13059.0
377726,PRECISE HOME HEALTH CARE,900 EAST HARTFORD,PONCA CITY,OK,74601,996,329,1300819,2122773,2338168,8,21.0,5989.0
377464,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,"2322 WEST 7TH STREET, STE 2318",STILLWATER,OK,74074,462,169,1673855,1316794,1443858,8,31.0,10199.0
377598,ADVANCED HOMECARE SERVICES,1101 LOOMIS ROAD,WEATHERFORD,OK,73096,865,207,1467269,2229594,2434277,8,37.0,9946.0
377718,"ALPHA HOME HEALTHCARE, INC","7510 NORTH BROADWAY, STE 205",OKLAHOMA CITY,OK,73116,643,262,3082971,1817896,1858665,8,41.0,12345.0
397658,PRESTIGE HOME CARE AGENCY,10890 BUSTLETON AVE STE 211,PHILADELPHIA,PA,19116,629,363,1820920,1944209,1715615,8,26.0,10115.0
397521,SUPERIOR HEALTH SERVICES INC,224 MAIN ST,DUPONT,PA,18641,558,382,1369244,1627992,1762292,8,41.0,11939.0
447492,SUNBELT HOMECARE,149 HEALTH CARE LANE,JELLICO,TN,37762,237,111,889441,669429,743936,8,17.0,3573.0
457823,TOTAL PATIENT CARE HOME HEALTH,710 CENTURY PKWY,ALLEN,TX,75013,2187,995,8159807,8666414,8215709,8,101.0,35534.0
459003,EXPERT HOME HEALTH CARE INC,909 BUSINESS PARK SUITE 10,MISSION,TX,78572,1870,406,5905510,4376237,4596430,8,45.0,12592.0
459196,ROSAS FIRST QUALITY HOME HEALTHCARE LLC,306 EAST RANDOL MILL ROAD SUITE 100,ARLINGTON,TX,76011,563,283,1939382,1599741,1542594,8,77.0,23786.0
459470,PROFESSIONAL HOME HEALTH CARE INC,345 WESTPARK WAY  101,EULESS,TX,76040,628,282,2541381,1952849,1875446,8,45.0,14976.0
677158,SUNRISE HOME HEALTH SERVICES OF AMERICA INC,1221 ARISTA ROAD,ROCKWALL,TX,75032,1517,640,4619379,5464620,5308894,8,84.0,29291.0
677824,MEDWAY HOME HEALTHCARE,3123 EXECUTIVE DRIVE,SAN ANGELO,TX,76904,941,341,3347800,2776638,2996114,8,72.0,17720.0
678267,AUSTIN HOME HEALTH,5900 SOUTHWEST PARKWAY STE#420 BLDG 4,AUSTIN,TX,78757,1858,1129,8836543,7396481,7129134,8,114.0,39211.0
679184,ENCOMPASS HOME HEALTH OF WEST TEXAS,ONE VILLAGE DRIVE SUITE 200,ABILENE,TX,79606,3534,1223,18547489,13079946,14162488,8,112.0,30750.0
679352,RELIANT HOME HEALTH,1101 RAINTREE CIRCLE SUITE 180,ALLEN,TX,75013,2356,860,6898387,8591584,8089070,8,89.0,29407.0
679428,ENCOMPASS HOME HEALTH OF DFW,2815 EXCHANGE BOULEVARD SUITE 400,SOUTHLAKE,TX,76092,2490,1326,12489013,9658549,9269561,8,134.0,46334.0
679465,PALM VALLEY HEALTH CARE II,901 REDBUD SUITE 8-A,MCALLEN,TX,78504,1129,408,2985678,2946030,3095471,8,71.0,20937.0
453103,ANGELS OF HANDS HOME HEALTH AGENCY CORP,215 DALTON DRIVE SUITE D,DE SOTO,TX,75115,138,43,251588,335659,316771,8,11.0,2780.0
679265,DIVINE HEALTH CARE SERVICES,2737 SOUTH BROADWAY SUITE 203,TYLER,TX,75701,318,67,1286709,673231,722196,8,11.0,3199.0
679382,VAMOS HOME HEALTH,2214 W NOLANA AVE,MCALLEN,TX,78504,420,119,1435496,1081164,1138666,8,11.0,3694.0
679473,US HOME HEALTH CARE INC,117 W BEDFORD EULESS ROAD,HURST,TX,76053,430,108,1054106,1245659,1189375,8,11.0,3233.0
747450,SUPERIOR CARE HOME HEALTH SERVICES LLC,804 OKANE STREET,LAREDO,TX,78040,491,130,1274928,1177087,1365559,8,11.0,2939.0
678008,HOMECARE HOME HEALTH SERVICES INC,4001 CEDAR ELM,WICHITA FALLS,TX,76308,302,67,805833,799301,820562,8,12.0,3789.0
747325,TEXAS PREMIER HOME HEALTHCARE INC,731 OPAL LANE,MESQUITE,TX,75149,287,92,624624,685972,645685,8,13.0,3767.0
457970,CUDDLE ME HOME CARE,310 EAST I-30 SUITE M106,GARLAND,TX,75043,171,57,581564,437273,412685,8,14.0,4497.0
679166,MED TEAM INC,135 UPTOWN AVE,BROWNSVILLE,TX,78520,245,94,956594,648497,674321,8,14.0,4330.0
459459,OMNIBUS HOME HEALTH CARE,1323 SOUTH 27TH STREET SUITE 400,NEDERLAND,TX,77627,439,119,1490599,1423576,1491553,8,15.0,4298.0
679338,ROSY IN HOME SERVICES INC,3724 AIRPORT BOULEVARD,AUSTIN,TX,78722,298,109,718055,877991,837575,8,16.0,5685.0
747007,ABILITY AND PERFORMANCE HOME CARE LLC,200 WEST EXPRESSWAY 83 SUITE C,SAN JUAN,TX,78589,401,138,1463310,1137338,1187030,8,16.0,4451.0
457645,CARE HOME HEALTH SERVICES,602  31ST STREET,HONDO,TX,78861,397,206,1463864,1077314,1143016,8,17.0,5573.0
458188,TEXAS GOOD SAMARITAN HOME HEALTH OF DENTON,3901 MONTECITO DRIVE,DENTON,TX,76210,227,153,733290,882069,828709,8,17.0,5047.0
677283,WINDSONG HOME HEALTH AGENCY,5055 W PANTHER CREEK DRIVE #100,THE WOODLANDS,TX,77381,214,132,990325,867213,809263,8,17.0,5028.0
679686,SILOE HOME HEALTH & INFUSION LLC,2344 LAGUNA DEL MAR SUITE 201,LAREDO,TX,78041,679,176,1786730,1540518,1781213,8,17.0,4511.0
673192,ASCEND HOME CARE LLC,2611 NORTH BELTLINE ROAD SUITE 105,SUNNYVALE,TX,75182,287,106,920682,898676,847070,8,19.0,5551.0
677810,TRANSITIONAL HOME HEALTH CARE,2212 ARLINGTON DOWNS SUITE 105,ARLINGTON,TX,76011,248,78,436983,544113,527682,8,20.0,6697.0
679129,GUARDIAN HEALTHCARE,1401 WEST WHEELER,ARANSAS PASS,TX,78336,226,119,852889,740486,778856,8,21.0,6078.0
677881,ANGELICAL HOME HEALTH INC,730 E EXPRESSWAY 83 STE 9,LA JOYA,TX,78560,1084,263,2534882,2816453,2968519,8,24.0,5535.0
459482,NURSES BY PRESCRIPTION HOMECARE INC,4500 I 40 W BLDG C,AMARILLO,TX,79109,179,86,354031,460374,486299,8,26.0,7180.0
747233,SAN ANGELO HOME HEALTH,423 S IRVING STREET SUITE 1,SAN ANGELO,TX,76903,343,125,1166371,882122,952995,8,27.0,7334.0
677949,CARMEL HEALTH CARE SERVICES PLLC,4600 WEST AIRPORT FREEWAY SUITE 1001,IRVING,TX,75062,611,180,1972203,1557874,1478372,8,31.0,10208.0
679652,IMPARTING KNOWLEDGE HOME HEALTH INC,1216 N CENTRAL EXPRESSAY SUITE 203 A,MCKINNEY,TX,75070,152,55,893033,410521,388917,8,33.0,10482.0
677137,ENCOMPASS HOME HEALTH OF SOUTHEAST TEXAS,350 PINE STREET SUITE 305,BEAUMONT,TX,77701,868,320,3704236,2624973,2741140,8,34.0,9932.0
677220,HERITAGE HOME HEALTH,120 E SOUTHTOWN DRIVE SUITE 100,TYLER,TX,75703,719,421,1788647,1987644,2123837,8,34.0,11026.0
679023,VISION HOME HEALTH CARE INC,409 EAST CENTERVILLE SUITE A,GARLAND,TX,75041,543,165,1315704,1573907,1490000,8,34.0,11112.0
679080,CONSOLIDATED HEALTH CARE SERVICES INC,411 KAUFMAN STREET,NEWTON,TX,75966,1146,256,3220542,2491731,2663256,8,34.0,8937.0
453144,STAR CARE,311 S PALESTINE STREET,ATHENS,TX,75751,448,184,1504354,1202092,1283383,8,36.0,10698.0
458064,PERFECT HOME CARE INC,4210 MEADOWBROOK DRIVE,FORT WORTH,TX,76103,546,142,1590022,1553892,1506785,8,37.0,12652.0
679302,ENCOMPASS HOME HEALTH OF CORPUS CHRISTI,5656 S STAPLES STREET SUITE 302,CORPUS CHRISTI,TX,78411,593,261,2851076,2021760,2119086,8,40.0,12565.0
457937,SUNRISE HOME HEALTH,2117 CENTRAL DRIVE STE 104,BEDFORD,TX,76021,935,416,2762366,3332598,3234089,8,41.0,14044.0
679260,ACCOLADE HOME CARE,106 E MAIN ST,FORNEY,TX,75126,317,138,801492,1039147,1047171,8,41.0,10869.0
678464,NATIONAL NURSING & REHAB INC,5656 S STAPLES SUITE 210,CORPUS CHRISTI,TX,78411,481,211,2019037,1349834,1419618,8,42.0,12585.0
747405,NORTH TEXAS BEST HOME HEALTHCARE,17826 DAVENPORT ROAD SUITE  D,DALLAS,TX,75252,708,253,2577564,2059477,1967308,8,30.0,10003.0
679309,GRACE HOME HEALTH INC,12900 PRESTON ROAD SUITE 422,DALLAS,TX,75230,981,272,2792984,2806732,2680670,8,42.0,12743.0
459478,ALTOMAR HOME HEALTH CARE INC,423 EXECUTIVE CENTER BOULEVARD SUITE 100,EL PASO,TX,79902,358,172,1566078,1045717,1105171,8,93.0,27022.0
673134,ENCOMPASS HOME HEALTH OF HOUSTON,415 WESTHEIMER ROAD SUITE #207,HOUSTON,TX,77006,1906,1213,9024460,7543298,7057882,8,151.0,54017.0
677211,MEDICAL INSIGHTS & CARE UNLIMITED LP,4610 BELLE PARK DRIVE,HOUSTON,TX,77072,100,53,313946,330902,309482,8,13.0,3898.0
459480,DENSON HOME HEALTH INC,17629 EL CAMINO REAL SUITE 400,HOUSTON,TX,77058,190,84,787138,672308,649131,8,18.0,5941.0
679044,ENCOMPASS HOME HEALTH OF CENTRAL TEXAS,85 NE LOOP 410 SUITE #415,SAN ANTONIO,TX,78216,4024,2298,19927042,16050028,15656301,8,326.0,107624.0
679774,AXIS HOME HEALTH,120 N MESQUITE ST,SAN ANTONIO,TX,78202,907,356,3129317,2631904,2681026,8,47.0,14227.0
679318,BEXAR CARE HOME HEALTH INC,1534 W CONTOUR SUITE #201,SAN ANTONIO,TX,78212,407,115,1003527,996439,1025928,8,12.0,3727.0
453194,MAXMED HEALTHCARE INC,506 E RAMSEY ROAD SUITE 1,SAN ANTONIO,TX,78216,489,178,989522,1279539,1322398,8,32.0,10412.0
453135,S A NURSES HOME HEALTH AGENCY LLC,305 W ASHBY PLACE,SAN ANTONIO,TX,78212,228,116,806325,728733,743554,8,33.0,9371.0
459440,ALPHA NURSING AND THERAPY LLC,7272 WURZBACH ROAD SUITE 302,SAN ANTONIO,TX,78240,517,237,1955552,1491851,1493322,8,39.0,11712.0
467248,HORIZON HOME HEALTH,493 SOUTH OREM BOULEVARD,OREM,UT,84058,276,127,1311811,1102883,1104271,8,13.0,3421.0
467108,SUPERIOR HOME CARE,184 EAST 5900 SOUTH,MURRAY,UT,84107,217,122,859841,731428,739599,8,14.0,4124.0
467200,A-PLUS HOME CARE,1443 NORTH 1200 WEST,OREM,UT,84057,170,96,734147,601870,602294,8,22.0,6274.0
467238,MIDAS CREEK HOME HEALTH,3212 WEST WINTER CREEK CIRCLE,SOUTH JORDAN,UT,84095,666,221,2408151,2362879,2375298,8,24.0,6485.0
