provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_beneficiaries_non_lupa,average_number_of_total_visits_per_episode_non_lupa,average_number_of_skilled_nursing_visits_per_episode_non_lupa,average_number_of_pt_visits_per_episode_non_lupa,average_number_of_ot_visits_per_episode_non_lupa,average_number_of_st_visits_per_episode_non_lupa,average_number_of_home_health_aide_visits_per_episode_non_lupa,average_number_of_medical_social_visits_per_episode_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas,average_age,male_beneficiaries,female_beneficiaries,nondual_beneficiaries,dua_beneficiaries,white_beneficiaries,black_beneficiaries,asian_pacific_islander_beneficiaries,hispanic_beneficiaries,american_indian_or_alaska_native_beneficiaries,other_unknown_beneficiaries,average_hcc_score,percent_of_beneficiaries_with_atrial_fibrillation,percent_of_beneficiaries_with_alzheimers,percent_of_beneficiaries_with_asthma,percent_of_beneficiaries_with_cancer,percent_of_beneficiaries_with_chf,percent_of_beneficiaries_with_chronic_kidney_disease,percent_of_beneficiaries_with_copd,percent_of_beneficiaries_with_depression,percent_of_beneficiaries_with_diabetes,percent_of_beneficiaries_with_hyperlipidemia,percent_of_beneficiaries_with_hypertension,percent_of_beneficiaries_with_ihd,percent_of_beneficiaries_with_osteoporosis,percent_of_beneficiaries_with_ra_oa,percent_of_beneficiaries_with_schizophrenia,percent_of_beneficiaries_with_stroke
398186,PROVIDENCE HOME HEALTH AGENCY INC,29 N 4TH STREET,EMMAUS,PA,18049,144,80,27.3,12.9,8.4,1.2,0.0,4.8,0.0,809701,476348,499747,2.7,,,81,36.0,44.0,,,74.0,,,,0.0,0.0,2.47,29,53.0,9.0,23,46.0,58.0,23.0,39.0,46.0,63.0,,54.0,15,61.0,14.0,11
397764,ANEW HOME HEALTH AGENCY,AIRPORT OFFICE & PROF CENTER BLDG 2  OFFICE 223,INDIANA,PA,15701,103,56,25.7,14.0,4.5,3.0,2.3,1.9,0.0,410753,306341,335612,2.3,,,82,28.0,28.0,43.0,13.0,53.0,,,0.0,0.0,0.0,2.37,38,55.0,7.0,23,52.0,46.0,34.0,34.0,39.0,63.0,,66.0,16,66.0,13.0,14
417069,LIFETIME MEDICAL SUPPORT SERVICES,235 LONSDALE AVENUE,PAWTUCKET,RI,2860,86,42,24.4,14.3,4.8,2.1,0.0,3.2,0.0,260071,281364,268429,2.2,,,74,,,,,31.0,,,,0.0,0.0,2.99,21,26.0,31.0,7,52.0,40.0,33.0,62.0,45.0,74.0,,60.0,21,52.0,5.0,14
747557,SAS HOME HEALTH SERVICES INC,4593 MOUNTAIN LAUREL DRIVE,GRAND PRAIRIE,TX,75052,152,45,13.5,8.7,0.6,0.1,0.1,4.0,0.0,368357,308482,317284,0.0,,,57,25.0,20.0,,,22.0,20.0,,,0.0,0.0,1.7,4,27.0,20.0,7,29.0,20.0,29.0,,58.0,60.0,,62.0,4,71.0,64.0,7
747698,JUST ABSOLUTE HEALTH CARE SERVICES LLC,7514 NORTHFORK HOLLOW LANE,RICHMOND,TX,77407,108,42,11.6,8.6,3.0,0.0,0.0,0.0,0.0,187685,252221,257714,0.0,,,57,24.0,18.0,11.0,31.0,,29.0,,,0.0,0.0,2.23,5,19.0,17.0,2,21.0,21.0,21.0,55.0,60.0,69.0,,52.0,7,,29.0,5
747704,RASHA HOME HEALTH SERVICES INC,17914 SUNSHINE TRACE LANE,RICHMOND,TX,77407,275,108,11.7,8.6,1.9,0.0,0.0,1.2,0.0,415210,544013,557005,0.8,,,59,53.0,55.0,33.0,75.0,17.0,84.0,,,0.0,0.0,1.57,0,12.0,33.0,2,32.0,20.0,26.0,61.0,45.0,57.0,,71.0,5,,32.0,4
747765,LATOM CARE GROUP FACILITIES,12808 W AIRPORT BLVD #325F,SUGAR LAND,TX,77478,255,117,12.3,8.9,3.3,0.0,0.0,0.1,0.0,427281,572157,632087,0.0,,,60,56.0,61.0,40.0,77.0,,99.0,,,0.0,0.0,1.24,1,9.0,22.0,2,25.0,19.0,15.0,39.0,30.0,51.0,,69.0,2,,10.0,4
677970,ELITTE HEALTHCARE AND SERVICE,9888 BISSONNET SUITE 100-F,HOUSTON,TX,77036,213,61,12.7,8.9,2.3,0.0,0.0,1.4,0.0,710504,369935,398600,0.0,,,61,32.0,29.0,19.0,42.0,,54.0,,,0.0,0.0,1.41,0,18.0,25.0,3,26.0,23.0,36.0,48.0,51.0,51.0,,66.0,10,,13.0,3
747207,JOAB HOMEHEALTH SERVICES,"2600 AVENUE K, STE 214",PLANO,TX,75074,197,52,22.5,10.2,0.9,0.1,0.0,11.2,0.0,384564,469169,484883,0.6,,,62,25.0,27.0,17.0,35.0,,44.0,,,0.0,0.0,2.64,6,29.0,21.0,10,48.0,46.0,21.0,65.0,67.0,60.0,,44.0,4,,12.0,15
457817,DELTA HOME HEALTH CARE,10211 GARLAND ROAD,DALLAS,TX,75218,144,49,9.0,8.4,0.4,0.0,0.0,0.2,0.0,194986,257063,264392,0.0,,,63,30.0,19.0,13.0,36.0,,42.0,,,0.0,0.0,1.52,4,18.0,20.0,4,35.0,20.0,20.0,31.0,41.0,55.0,,49.0,4,,6.0,6
679150,TEXACARE HEALTH SERVICES,8700 COMMERCE PARK DRIVE SUITE 206,HOUSTON,TX,77036,89,48,13.0,8.6,4.5,0.0,0.0,0.0,0.0,154112,221203,228363,0.0,,,63,21.0,27.0,,,,38.0,,,0.0,0.0,1.95,2,25.0,29.0,10,33.0,27.0,31.0,38.0,67.0,,,58.0,4,,27.0,4
747513,JP AND P HEALTHCARE AGENCY INC,9535 FOREST LANE SUITE 209,DALLAS,TX,75243,203,54,14.7,12.0,0.9,0.1,0.0,1.7,0.0,385768,491575,469620,7.0,,,63,23.0,31.0,18.0,36.0,,50.0,,,0.0,0.0,1.85,4,26.0,41.0,9,50.0,33.0,39.0,37.0,56.0,70.0,,46.0,9,,17.0,7
747058,PROGRESSIVE HEALTHCARE SERVICES,8807 CHELSWORTH DRIVE,HOUSTON,TX,77083,206,76,13.9,9.1,3.5,0.1,0.0,1.3,0.0,637377,507600,518646,0.0,,,64,35.0,41.0,22.0,54.0,,60.0,,,0.0,0.0,2.18,4,22.0,22.0,9,34.0,39.0,32.0,49.0,59.0,59.0,,67.0,9,,20.0,7
747196,FLOXYPEE MEDICAL MANAGEMENT INC,8303 INDIGO VILLA LANE,HOUSTON,TX,77083,78,48,12.9,8.9,2.9,0.3,0.0,0.8,0.0,196481,184627,192730,0.0,,,64,28.0,20.0,22.0,26.0,,36.0,,,0.0,0.0,1.74,2,19.0,13.0,4,31.0,31.0,15.0,42.0,48.0,52.0,,60.0,6,,15.0,15
747278,LIVELONG HEALTH CARE SERVICES INC,9800 CENTRE PARKWAY SUITE 280,HOUSTON,TX,77036,161,43,13.3,9.4,3.5,0.2,0.0,0.1,0.0,325023,372080,390932,0.0,,,64,25.0,18.0,16.0,27.0,,38.0,,,0.0,0.0,2.23,5,19.0,16.0,5,44.0,35.0,37.0,35.0,40.0,49.0,,,0,74.0,12.0,7
747616,SUGARLAND TRINITY HOME HEALTH CARE LLC,15807 CERCA BLANCA DRIVE SUITE #B,HOUSTON,TX,77083,203,70,16.3,9.7,3.4,0.2,0.0,2.9,0.0,496402,522345,533706,0.0,,,64,23.0,47.0,18.0,52.0,,60.0,,,0.0,0.0,1.92,4,21.0,17.0,6,30.0,39.0,27.0,29.0,50.0,60.0,,46.0,3,,14.0,6
679601,LIFECARE HEALTH SERVICES LLC,8700 COMMERCE PARK DRIVE SUITE 238,HOUSTON,TX,77036,175,61,11.1,8.3,1.5,0.4,0.0,0.8,0.0,283853,384695,393067,0.0,,,65,30.0,31.0,22.0,39.0,16.0,37.0,,,0.0,0.0,1.81,2,31.0,20.0,5,33.0,31.0,39.0,54.0,64.0,51.0,,43.0,7,64.0,25.0,13
747714,SHALOM HOME HEALTH SERVICES,1417 HEATHERBROOK DRIVE,ALLEN,TX,75002,104,45,15.1,13.5,1.0,0.1,0.0,0.6,0.0,194587,279900,265740,7.9,,,65,25.0,20.0,11.0,34.0,,38.0,,,0.0,0.0,3.66,4,47.0,33.0,4,56.0,53.0,40.0,44.0,53.0,64.0,,64.0,11,,13.0,13
457816,TRINITY HOME HEALTH SERVICES,8700 COMMERCE PARK SUITE 239,HOUSTON,TX,77036,161,46,16.1,8.5,6.2,0.1,0.0,1.4,0.0,280300,385502,414798,0.0,,,66,19.0,27.0,11.0,35.0,,38.0,,,0.0,0.0,2.23,9,20.0,26.0,2,28.0,28.0,24.0,37.0,52.0,57.0,,,4,,17.0,11
743194,"ETON HOME HEALTHCARE, INC.","1560 W BAY AREA BLVD, SUITE # 302",FRIENDSWOOD,TX,77546,220,66,13.2,8.5,3.5,0.9,0.2,0.1,0.0,318015,555866,567963,0.0,,,66,25.0,41.0,22.0,44.0,23.0,34.0,,,0.0,0.0,2.19,6,48.0,20.0,6,41.0,21.0,20.0,74.0,61.0,61.0,,59.0,9,58.0,56.0,9
673121,IVORY HEALTHCARE AGENCY INC,2135 WAR ADMIRAL DRIVE,STAFFORD,TX,77477,172,70,15.1,8.3,6.4,0.0,0.0,0.4,0.0,390859,510829,540116,0.0,,,67,30.0,40.0,31.0,39.0,,49.0,,12.0,0.0,0.0,1.44,1,10.0,17.0,10,36.0,24.0,24.0,40.0,51.0,63.0,,70.0,7,74.0,9.0,9
677819,ECLIPSE HOME HEALTH SERVICES INC,1452 JUNCTION RUN,MESQUITE,TX,75181,199,56,17.8,8.4,1.1,0.1,0.0,8.2,0.0,454387,374688,389175,0.0,,,67,18.0,38.0,18.0,38.0,12.0,37.0,,,0.0,0.0,2.17,4,16.0,18.0,7,61.0,41.0,32.0,34.0,57.0,68.0,,50.0,13,75.0,21.0,13
747206,PRECIOUS CLEO HEALTH SERVICES INC,7206 LINCOLN HEIGHT CT,RICHMOND,TX,77469,164,56,12.6,9.0,3.6,0.0,0.0,0.0,0.0,272227,428118,448156,0.0,,,67,27.0,29.0,16.0,40.0,11.0,34.0,,,0.0,0.0,1.74,4,14.0,29.0,7,34.0,25.0,27.0,27.0,54.0,39.0,,,9,70.0,14.0,5
747443,MEDICALL HOME HEALTH SERVICES LLC,5120 LEE RAY ROAD,KELLER,TX,76248,158,56,16.2,12.6,1.1,0.5,0.0,2.0,0.0,317751,355574,374234,0.0,,,67,21.0,35.0,19.0,37.0,25.0,22.0,,,0.0,0.0,2.5,11,36.0,25.0,0,48.0,45.0,21.0,,57.0,,,39.0,16,,9.0,9
679358,1ST PRUDENTIAL HEALTH CARE SERVICES INC,2730 N STEMMONS FRWY STE 505,DALLAS,TX,75207,134,49,18.1,9.1,1.5,0.0,0.0,7.5,0.0,418581,308077,320776,0.0,,,68,21.0,28.0,11.0,38.0,,37.0,,,0.0,0.0,2.41,2,41.0,12.0,4,41.0,49.0,33.0,47.0,55.0,65.0,,63.0,6,69.0,18.0,8
679451,A & C HEALTH SERVICES,10103 FONDREN RD #200,HOUSTON,TX,77096,266,78,10.4,9.6,0.8,0.0,0.0,0.0,0.0,414954,547666,559589,0.0,,,68,32.0,46.0,19.0,59.0,,41.0,,33.0,0.0,0.0,2.84,5,23.0,21.0,3,36.0,38.0,27.0,35.0,65.0,58.0,,74.0,9,74.0,17.0,18
679544,CHARSONY MEDICAL SERVICES,10039 BISSONNET SUITE #227,HOUSTON,TX,77036,105,36,11.1,9.1,1.8,0.1,0.0,0.0,0.0,128746,290506,296835,0.0,,,68,17.0,19.0,11.0,25.0,,30.0,,,0.0,0.0,1.96,0,17.0,8.0,8,39.0,25.0,53.0,31.0,58.0,53.0,,72.0,3,69.0,19.0,6
747005,TOO CARE HOME HEALTH AGENCY,11520 NORTH CENTRAL EXPRESSWAY SUITE 145,DALLAS,TX,75243,153,41,10.2,8.9,0.4,0.0,0.0,0.9,0.0,235476,333025,342511,0.0,,,68,14.0,27.0,16.0,25.0,,28.0,,,0.0,0.0,2.08,10,27.0,17.0,2,37.0,24.0,17.0,32.0,44.0,51.0,,51.0,2,,10.0,2
747072,CVS HOME HEALTH AGENCY INC,"3939 US HWY 80 E, STE 254",MESQUITE,TX,75150,299,104,12.6,10.7,0.9,0.0,0.0,0.9,0.0,627064,682297,670813,6.2,,,68,37.0,67.0,38.0,66.0,14.0,86.0,,,0.0,0.0,2.12,5,34.0,16.0,8,45.0,32.0,28.0,44.0,54.0,63.0,,59.0,9,,10.0,12
747297,AMERICAN CHOICE HEALTHCARE INC,502 WATERS EDGE WAY,MURPHY,TX,75094,138,37,9.5,8.8,0.7,0.0,0.0,0.0,0.0,259422,277254,285159,0.0,,,68,17.0,20.0,18.0,19.0,,27.0,,,0.0,0.0,1.9,5,38.0,22.0,11,35.0,32.0,30.0,65.0,46.0,68.0,,38.0,11,,24.0,3
677965,EXTENDED HAND HOME HEALTH CARE INC,5519 RAINTREE DR,MISSOURI CITY,TX,77459,68,19,13.6,8.7,2.7,0.0,0.0,2.2,0.0,135879,132782,139718,0.0,,,69,,,,,,14.0,,,0.0,0.0,3.07,5,32.0,21.0,5,42.0,37.0,32.0,32.0,47.0,74.0,,63.0,21,63.0,5.0,5
679375,ALLTECH HOME HEALTH INC,10039 BISSONNET ST SUITE 336,HOUSTON,TX,77036,115,56,15.0,7.8,6.3,0.3,0.1,0.4,0.0,364541,311709,318484,0.0,,,69,20.0,36.0,30.0,26.0,25.0,24.0,,,0.0,0.0,2.44,13,27.0,23.0,13,34.0,43.0,39.0,46.0,54.0,61.0,,59.0,11,66.0,20.0,18
743100,SCOF HEALTHCARE PROVIDERS,360 PLACE 1201 N WATSON RD SUITE 136,ARLINGTON,TX,76006,182,75,22.8,14.1,2.4,1.2,0.1,5.0,0.0,620314,520724,501875,6.2,,,69,36.0,39.0,46.0,29.0,38.0,25.0,,,0.0,0.0,3.0,13,27.0,15.0,8,45.0,67.0,31.0,52.0,68.0,71.0,,41.0,5,64.0,9.0,15
747848,HACIENDA HEALTH CARE LLC,2187 MILE 10 N,MERCEDES,TX,78570,163,54,12.5,10.4,2.0,0.0,0.0,0.1,0.0,343202,347734,404076,1.3,,,69,25.0,29.0,,,,0.0,,47.0,0.0,0.0,3.13,7,17.0,22.0,7,39.0,,28.0,41.0,,,,,15,72.0,6.0,6
679094,GABRIEL HOME HEALTH CARE,7100 REGENCY SQUARE SUITE 222,HOUSTON,TX,77036,168,52,16.7,7.8,8.8,0.1,0.0,0.0,0.0,386537,510837,521968,0.0,,,70,18.0,34.0,18.0,34.0,,39.0,,,0.0,0.0,2.79,6,29.0,23.0,4,33.0,40.0,29.0,38.0,44.0,50.0,,56.0,12,,13.0,12
457548,CAPROCK HOME HEALTH SERVICES INC,8806 UNIVERSITY AVENUE,LUBBOCK,TX,79423,140,77,20.5,12.5,7.2,0.6,0.0,0.2,0.0,421124,415830,461493,0.6,,,71,28.0,49.0,29.0,48.0,36.0,,,33.0,0.0,0.0,2.36,10,21.0,18.0,8,58.0,38.0,39.0,35.0,57.0,51.0,,58.0,9,60.0,6.0,12
457954,ABL HOMEHEALTH SERVICES INC,9888 BISSONNET STREET SUITE 135,HOUSTON,TX,77036,52,19,15.0,12.5,2.4,0.2,0.0,0.0,0.0,129363,140144,143129,0.0,,,71,,,,,,,,,0.0,0.0,3.04,11,32.0,11.0,0,,68.0,32.0,42.0,58.0,74.0,,74.0,5,63.0,5.0,21
459476,BEST STAR HOME HEALTH INC,"2840 KELLER SPRINGS RD, STE 601",CARROLLTON,TX,75006,313,71,13.3,10.4,0.3,0.0,0.0,2.6,0.0,501173,735375,746827,5.6,,,71,26.0,45.0,22.0,49.0,20.0,47.0,,,0.0,0.0,2.22,6,23.0,21.0,15,52.0,42.0,52.0,49.0,51.0,58.0,,44.0,4,61.0,7.0,7
679478,GOOD SAMARITAN HOME HEALTH CARE INC,9550 SKILLMAN ST SUITE #320,DALLAS,TX,75238,105,30,11.5,8.6,0.5,0.2,0.0,2.1,0.0,229889,213288,219924,0.0,,,71,,,,,,27.0,,0.0,0.0,0.0,2.59,10,30.0,23.0,7,50.0,60.0,57.0,27.0,67.0,,,57.0,3,,13.0,13
747098,ADBRIGHT HEALTHCARE SERVICES INC,1601 MAIN STREET SUITE 406,RICHMOND,TX,77469,259,98,18.1,8.6,7.4,0.2,0.0,1.9,0.0,1005023,808772,830893,0.0,,,71,29.0,69.0,38.0,60.0,19.0,74.0,,,0.0,0.0,2.56,12,35.0,20.0,4,40.0,36.0,38.0,35.0,52.0,60.0,,71.0,11,,9.0,15
747136,LIFE HOME HEALTH CARE INC,108 N JACKSON,EDINBURG,TX,78539,64,47,15.8,13.2,1.6,0.7,0.0,0.1,0.0,187960,140521,160896,3.8,,,71,19.0,28.0,15.0,32.0,,0.0,,40.0,0.0,0.0,1.88,6,23.0,15.0,6,30.0,36.0,15.0,32.0,66.0,,,64.0,30,,0.0,13
453196,JAKPA HEALTH CARE INC,285 WEST SOUTHWEST PARKWAY,LEWISVILLE,TX,75067,180,43,24.8,20.7,0.2,0.0,0.0,3.9,0.0,607560,488172,456780,9.0,,,72,,,11.0,32.0,,32.0,,,0.0,0.0,2.75,9,35.0,23.0,9,74.0,47.0,40.0,,72.0,,,47.0,5,,14.0,12
457860,OPTIMAL COMMUNITY SUPPORT SERVICES,3003 SOUTH LOOP WEST SUITE 330,HOUSTON,TX,77054,49,19,17.4,7.7,5.0,0.4,0.0,4.3,0.0,138386,129464,128970,2.5,,,72,,,,,,12.0,,,0.0,0.0,3.77,11,53.0,16.0,5,53.0,47.0,37.0,26.0,53.0,63.0,,63.0,5,47.0,16.0,26
459459,OMNIBUS HOME HEALTH CARE,1323 SOUTH 27TH STREET SUITE 400,NEDERLAND,TX,77627,391,99,22.9,12.1,3.6,0.3,0.2,6.7,0.0,1137177,1115449,1176935,7.2,,,72,35.0,64.0,54.0,45.0,35.0,58.0,,,0.0,0.0,2.39,10,28.0,11.0,10,51.0,42.0,34.0,26.0,47.0,51.0,,68.0,8,53.0,8.0,12
679018,UNITY HOMECARE,8866 GULF FREEWAY STE 400,HOUSTON,TX,77017,204,68,21.7,11.0,4.8,0.6,0.3,5.0,0.0,1671576,732922,696415,8.1,,,72,29.0,39.0,56.0,12.0,44.0,14.0,,,0.0,0.0,1.88,13,24.0,22.0,4,34.0,43.0,29.0,49.0,40.0,56.0,,53.0,4,57.0,12.0,12
679270,ANCHOR SAFE HEALTH CARE INC,15420 NACOGDOCHES ROAD,SAN ANTONIO,TX,78247,441,127,27.1,12.3,13.0,0.2,0.1,1.5,0.0,1579978,1673952,1778814,4.2,,,72,43.0,84.0,25.0,102.0,26.0,,,92.0,0.0,0.0,2.02,8,30.0,18.0,5,28.0,37.0,20.0,39.0,64.0,68.0,,54.0,13,,13.0,11
679541,SALUD HOME HEALTH INC,2920 SOUTH MALINCHE,LAREDO,TX,78046,153,58,18.0,16.7,1.2,0.0,0.2,0.0,0.0,348531,289180,340377,5.1,,,72,22.0,36.0,12.0,46.0,,0.0,,54.0,0.0,0.0,2.75,7,22.0,5.0,5,31.0,57.0,26.0,19.0,,59.0,,55.0,28,62.0,2.0,22
679566,K & G QUALITY HOME HEALTHCARE,12603 SOUTH WEST FREEWAY SUITE 520,STAFFORD,TX,77477,187,52,14.7,13.1,0.5,0.1,0.0,1.0,0.0,474855,533420,519967,8.5,,,72,26.0,26.0,16.0,36.0,,31.0,,,0.0,0.0,2.0,10,25.0,21.0,15,48.0,35.0,44.0,58.0,58.0,56.0,,69.0,8,54.0,6.0,13
747086,NELO HEALTH CARE SERVICES INC,6802 LAUDERWICK COURT,KATY,TX,77450,112,36,16.3,9.4,3.6,1.3,0.0,2.1,0.0,313696,292238,298597,0.0,,,72,21.0,15.0,11.0,25.0,11.0,20.0,,,0.0,0.0,3.0,6,31.0,31.0,14,42.0,42.0,28.0,58.0,67.0,64.0,,64.0,6,47.0,22.0,19
747175,AVAIL HOME HEALTH SERVICES LLC,5925 FOREST LANE SUITE 510,DALLAS,TX,75230,277,62,16.9,10.2,0.9,0.1,0.0,5.7,0.0,676007,572159,589153,1.8,,,72,27.0,35.0,41.0,21.0,45.0,,,,0.0,0.0,3.05,18,34.0,8.0,13,61.0,47.0,60.0,45.0,48.0,68.0,,68.0,2,44.0,8.0,21
747425,MESQUITE HOME HEALTH LLC,724 N SAM HOUSTON BLVD,SAN BENITO,TX,78586,284,137,13.6,12.3,0.9,0.2,0.0,0.2,0.0,527141,595180,678859,3.4,,,72,60.0,77.0,22.0,115.0,20.0,,,115.0,0.0,0.0,2.28,9,30.0,4.0,4,25.0,41.0,28.0,39.0,65.0,70.0,,59.0,26,74.0,10.0,12
747469,CLOVER HEALTH LLC,1004 CAVERN DRIVE,MESQUITE,TX,75181,97,60,14.7,8.4,0.2,0.0,0.0,6.1,0.0,239161,206445,214006,0.0,,,72,31.0,29.0,15.0,45.0,,,,48.0,0.0,0.0,2.15,3,32.0,15.0,3,43.0,42.0,23.0,42.0,75.0,,,72.0,25,,2.0,10
453189,PROSPERITY HEALTH SERVICES LLC,1615 NORTH HAMPTON ROAD SUITE 130,DESOTO,TX,75115,262,61,19.8,9.5,1.9,0.2,0.2,8.0,0.0,780734,574573,588999,1.2,,,73,28.0,33.0,27.0,34.0,,54.0,,0.0,0.0,0.0,1.82,5,64.0,16.0,10,38.0,43.0,20.0,38.0,61.0,72.0,,61.0,11,66.0,15.0,11
457881,NEW MISSION HOME CARE,12708 ALAMEDA AVE,CLINT,TX,79836,170,125,17.6,6.4,9.3,0.7,0.1,1.1,0.0,488952,496308,572740,0.1,,,73,44.0,81.0,72.0,53.0,32.0,,,88.0,0.0,0.0,1.88,6,15.0,13.0,13,22.0,32.0,14.0,21.0,52.0,74.0,,39.0,18,,2.0,7
459199,FIRST CHOICE HEALTHCARE,1801 SOUTH 5TH STREET SUITE 117,MCALLEN,TX,78503,456,140,15.6,14.5,0.9,0.2,0.0,0.0,0.0,1177360,1117531,1182986,8.7,,,73,62.0,78.0,27.0,113.0,25.0,,,113.0,0.0,0.0,3.27,9,44.0,13.0,9,40.0,59.0,34.0,48.0,,,,,18,69.0,6.0,10
459441,NAAMAN COMMUNITY HEALTH SERVICES INC,115 EXECUTIVE WAY,DESOTO,TX,75115,677,185,21.9,15.7,1.2,0.1,0.0,4.9,0.0,1426637,1783061,1677193,8.2,,,73,62.0,123.0,60.0,125.0,15.0,164.0,,,0.0,0.0,2.33,10,39.0,31.0,10,51.0,45.0,26.0,43.0,56.0,,,46.0,8,,10.0,12
747031,ECCLESIASTES HOME HEALTHCARE INC,7322 SOUTHWEST FREEWAY SUITE 570,HOUSTON,TX,77074,230,64,22.4,7.7,7.9,0.1,0.0,6.7,0.0,638316,651290,663073,0.3,,,73,29.0,35.0,35.0,29.0,,61.0,,0.0,0.0,0.0,2.42,3,27.0,8.0,5,38.0,47.0,20.0,23.0,63.0,69.0,,73.0,8,70.0,11.0,9
747446,REGIONAL NURSING SERVICES INC,4514 S MCCOLL RD STE 1,EDINBURG,TX,78539,215,81,16.1,13.7,1.9,0.5,0.0,0.0,0.0,725093,537434,576578,7.4,,,73,26.0,55.0,17.0,64.0,,,,68.0,0.0,0.0,2.65,9,33.0,10.0,11,36.0,48.0,43.0,25.0,69.0,,,69.0,21,64.0,2.0,1
747571,DWELLCARE HOME HEALTH,13601 PRESTON RD SUITE 750 E,DALLAS,TX,75240,152,77,16.9,11.1,2.0,1.3,0.0,2.4,0.0,514132,388419,392251,3.0,,,73,28.0,49.0,41.0,36.0,25.0,42.0,,,0.0,0.0,2.1,10,44.0,21.0,9,45.0,43.0,34.0,40.0,62.0,73.0,,57.0,16,,16.0,16
747664,A COMPASSIONATE CARE HOME HEALTH SERVICES OF ONALA,14340 US HIGHWAY 190 WEST,ONALASKA,TX,77360,59,19,13.1,9.5,1.3,0.1,0.0,2.2,0.0,97366,110551,130363,0.0,,,73,,,,,17.0,,,0.0,0.0,0.0,2.25,32,47.0,11.0,11,53.0,32.0,74.0,53.0,47.0,74.0,,74.0,26,74.0,5.0,11
747728,PARTNERS IN CARE LLC,2010 EAST BUSINESS HWY 83 STE B,DONNA,TX,78537,407,121,18.3,15.2,1.7,0.4,0.2,0.8,0.0,1120866,991038,1066856,7.4,,,73,49.0,72.0,17.0,104.0,,0.0,,112.0,0.0,0.0,2.35,8,34.0,7.0,4,43.0,48.0,21.0,40.0,,,,,29,,1.0,12
673196,MDS CHOICE HOME HEALTH INC,1460 NORTH 5TH STREET,SILSBEE,TX,77656,220,74,18.8,11.4,2.0,0.0,0.0,5.3,0.0,539151,474127,531433,2.4,,,74,22.0,52.0,51.0,23.0,66.0,,,0.0,0.0,0.0,2.24,22,30.0,14.0,11,51.0,47.0,42.0,35.0,53.0,69.0,,57.0,22,62.0,0.0,22
679064,M E HOME HEALTH,1200 E DAVIS STREET SUITE 101A,MESQUITE,TX,75149,222,47,11.8,9.4,2.4,0.0,0.0,0.0,0.0,552836,492637,509052,0.0,,,74,14.0,33.0,,,21.0,14.0,,,0.0,0.0,2.18,13,43.0,47.0,2,55.0,40.0,43.0,51.0,57.0,55.0,,40.0,9,74.0,28.0,9
679179,CRITERION HEALTH CARE INC,1022 EAST GRIFFIN PARKWAY SUITE 106,MISSION,TX,78572,303,249,18.6,14.7,3.8,0.0,0.0,0.1,0.0,760052,851949,913047,8.4,,,74,97.0,152.0,92.0,157.0,54.0,,,192.0,0.0,0.0,1.76,7,25.0,7.0,5,22.0,32.0,15.0,25.0,58.0,,,,21,72.0,4.0,8
679324,TRINITY HEALTH AND HOME CARE SERVICES LLC,2501 FOREST PARK BLVD SUITE 1,FORT WORTH,TX,76110,124,50,13.3,8.2,1.2,0.4,0.0,3.5,0.0,247285,226785,239741,0.2,,,74,23.0,27.0,20.0,30.0,11.0,36.0,,,0.0,0.0,2.44,10,36.0,20.0,4,44.0,54.0,38.0,24.0,,,,42.0,6,,8.0,10
679371,PRESTIGE HEALTH SERVICES,1101 RAINTREE CIRCLE SUITE # 210,ALLEN,TX,75013,146,39,23.1,18.2,2.2,0.4,0.0,2.3,0.0,455673,467545,437277,9.0,,,74,,,,,12.0,13.0,,,0.0,0.0,2.68,8,59.0,10.0,10,49.0,56.0,31.0,51.0,64.0,67.0,,54.0,23,74.0,10.0,5
747114,CLEVELAND HEALTH CARE LLC,1615 NORTH MAIN STREET,MCALLEN,TX,78501,224,71,18.2,15.4,1.8,0.0,0.1,0.9,0.0,663201,551117,583111,8.9,,,74,32.0,39.0,27.0,44.0,16.0,,,53.0,0.0,0.0,2.31,13,32.0,6.0,7,41.0,44.0,21.0,30.0,66.0,,,,18,,3.0,10
747398,CENTRUM HEALTH CARE SERVICE INC,"9304 FOREST LANE, SUITE N-255",DALLAS,TX,75243,123,39,14.1,8.1,3.3,0.9,0.0,1.9,0.0,338931,339229,346449,0.7,,,74,12.0,27.0,16.0,23.0,,21.0,,,0.0,0.0,3.97,23,46.0,23.0,3,69.0,56.0,21.0,51.0,49.0,69.0,,56.0,8,69.0,3.0,13
747561,AFFINITY ACUTE CARE HOME HEALTH SERVICES INC,2819 CONRAD LANE,GRAND PRAIRIE,TX,75052,174,49,26.4,10.3,2.8,0.5,0.3,12.5,0.0,780732,430348,442574,0.5,,,74,16.0,33.0,30.0,19.0,11.0,34.0,,,0.0,0.0,2.36,6,61.0,14.0,6,45.0,49.0,12.0,53.0,61.0,63.0,,45.0,8,63.0,4.0,22
